==========================================
SLURM_JOB_ID = 7188730
SLURM_JOB_NODELIST = a02-11
TMPDIR = /tmp/SLURM_7188730
==========================================
Using GATK jar /home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar GenotypeGVCFs -R Kr2015_Undaria.pinnatifida_superscaffolds.fasta --sequence-dictionary Kr2015_Undaria.pinnatifida_superscaffolds.dict -V gendb://0011-scattered.interval_list_data -O 0011-scattered.interval_list.vcf.gz
11:34:18.851 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jan 21, 2022 11:34:18 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
11:34:18.941 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:34:18.942 INFO  GenotypeGVCFs - The Genome Analysis Toolkit (GATK) v4.2.2.0
11:34:18.942 INFO  GenotypeGVCFs - For support and documentation go to https://software.broadinstitute.org/gatk/
11:34:18.942 INFO  GenotypeGVCFs - Executing as mharden@a02-11.hpc.usc.edu on Linux v3.10.0-1062.4.1.el7.x86_64 amd64
11:34:18.942 INFO  GenotypeGVCFs - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_302-b08
11:34:18.942 INFO  GenotypeGVCFs - Start Date/Time: January 21, 2022 11:34:18 AM PST
11:34:18.942 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:34:18.942 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Version: 2.24.1
11:34:18.943 INFO  GenotypeGVCFs - Picard Version: 2.25.4
11:34:18.943 INFO  GenotypeGVCFs - Built for Spark Version: 2.4.5
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Defaults.COMPRESSION_LEVEL : 2
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
11:34:18.943 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
11:34:18.943 INFO  GenotypeGVCFs - Deflater: IntelDeflater
11:34:18.943 INFO  GenotypeGVCFs - Inflater: IntelInflater
11:34:18.943 INFO  GenotypeGVCFs - GCS max retries/reopens: 20
11:34:18.943 INFO  GenotypeGVCFs - Requester pays: disabled
11:34:18.943 INFO  GenotypeGVCFs - Initializing engine
11:34:19.348 INFO  GenomicsDBLibLoader - GenomicsDB native library version : 1.4.1-d59e886
11:34:19.709 info  NativeGenomicsDB - pid=52045 tid=52046 No valid combination operation found for INFO field InbreedingCoeff  - the field will NOT be part of INFO fields in the generated VCF records
11:34:19.709 info  NativeGenomicsDB - pid=52045 tid=52046 No valid combination operation found for INFO field MLEAC  - the field will NOT be part of INFO fields in the generated VCF records
11:34:19.709 info  NativeGenomicsDB - pid=52045 tid=52046 No valid combination operation found for INFO field MLEAF  - the field will NOT be part of INFO fields in the generated VCF records
11:34:19.978 INFO  GenotypeGVCFs - Done initializing engine
11:34:20.007 INFO  ProgressMeter - Starting traversal
11:34:20.007 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
12:33:32.430 INFO  ProgressMeter -        LG02:18730344             59.2               6926000         116979.3
12:33:57.438 INFO  ProgressMeter -        LG02:18799860             59.6               6966000         116832.4
12:34:09.029 INFO  ProgressMeter -        LG02:18868055             59.8               7034000         117591.9
12:34:45.008 INFO  ProgressMeter -        LG02:18882144             60.4               7048000         116656.5
12:34:55.064 INFO  ProgressMeter -        LG02:18982414             60.6               7136000         117786.3
12:35:05.115 INFO  ProgressMeter -        LG02:19051332             60.8               7179000         118169.3
12:37:03.350 INFO  ProgressMeter -            LG03:5730             62.7               7205000         114871.3
12:37:13.393 INFO  ProgressMeter -          LG03:109327             62.9               7290000         115917.1
12:37:34.247 INFO  ProgressMeter -          LG03:115270             63.2               7295000         115359.1
12:37:44.251 INFO  ProgressMeter -          LG03:197685             63.4               7373000         116285.9
12:38:32.207 INFO  ProgressMeter -          LG03:211768             64.2               7387000         115056.3
12:38:42.235 INFO  ProgressMeter -          LG03:290939             64.4               7463000         115938.3
12:39:03.458 INFO  ProgressMeter -          LG03:296947             64.7               7469000         115397.4
12:39:13.487 INFO  ProgressMeter -          LG03:367545             64.9               7538000         116163.4
12:39:57.216 INFO  ProgressMeter -          LG03:380612             65.6               7551000         115071.4
12:40:07.421 INFO  ProgressMeter -          LG03:511658             65.8               7642000         116157.1
12:40:30.285 INFO  ProgressMeter -          LG03:556873             66.2               7667000         115865.9
12:40:40.315 INFO  ProgressMeter -          LG03:627501             66.3               7735000         116599.0
12:41:23.684 INFO  ProgressMeter -          LG03:649640             67.1               7752000         115595.8
12:41:33.736 INFO  ProgressMeter -          LG03:726444             67.2               7824000         116378.7
12:41:57.522 INFO  ProgressMeter -          LG03:740827             67.6               7838000         115903.5
12:42:09.125 INFO  ProgressMeter -          LG03:807348             67.8               7903000         116531.4
12:42:52.258 INFO  ProgressMeter -          LG03:825421             68.5               7921000         115571.7
12:43:02.277 INFO  ProgressMeter -          LG03:900225             68.7               7991000         116309.7
12:43:23.827 INFO  ProgressMeter -          LG03:912544             69.1               8003000         115878.6
12:43:34.757 INFO  ProgressMeter -          LG03:975108             69.2               8064000         116454.7
12:44:24.022 INFO  ProgressMeter -          LG03:997179             70.1               8086000         115404.0
12:44:34.054 INFO  ProgressMeter -         LG03:1077911             70.2               8162000         116211.3
12:44:58.085 INFO  ProgressMeter -         LG03:1105616             70.6               8188000         115920.5
12:45:08.941 INFO  ProgressMeter -         LG03:1160341             70.8               8242000         116386.8
12:45:52.072 INFO  ProgressMeter -         LG03:1190597             71.5               8272000         115636.6
12:46:02.076 INFO  ProgressMeter -         LG03:1298013             71.7               8350000         116455.6
12:46:25.176 INFO  ProgressMeter -         LG03:1313746             72.1               8364000         116027.8
12:46:35.202 INFO  ProgressMeter -         LG03:1395741             72.3               8443000         116852.9
12:47:24.415 INFO  ProgressMeter -         LG03:1401744             73.1               8449000         115623.4
12:47:35.490 INFO  ProgressMeter -         LG03:1481549             73.3               8525000         116369.5
12:47:59.541 INFO  ProgressMeter -         LG03:1494058             73.7               8537000         115899.1
12:48:09.596 INFO  ProgressMeter -         LG03:1563497             73.8               8606000         116570.6
12:48:55.837 INFO  ProgressMeter -         LG03:1574503             74.6               8617000         115513.8
12:49:07.458 INFO  ProgressMeter -         LG03:1636934             74.8               8679000         116043.6
12:49:29.573 INFO  ProgressMeter -         LG03:1661020             75.2               8700000         115753.9
12:49:39.584 INFO  ProgressMeter -         LG03:1747726             75.3               8772000         116453.4
12:50:27.930 INFO  ProgressMeter -         LG03:1816348             76.1               8830000         115982.7
12:50:38.845 INFO  ProgressMeter -         LG03:1874771             76.3               8887000         116453.1
12:51:03.689 INFO  ProgressMeter -         LG03:1933012             76.7               8927000         116346.0
12:51:13.713 INFO  ProgressMeter -         LG03:2002186             76.9               8992000         116938.5
12:52:02.828 INFO  ProgressMeter -         LG03:2043485             77.7               9021000         116079.9
12:52:14.191 INFO  ProgressMeter -         LG03:2166284             77.9               9101000         116824.7
12:52:37.830 INFO  ProgressMeter -         LG03:2193368             78.3               9128000         116581.7
12:52:47.902 INFO  ProgressMeter -         LG03:2275022             78.5               9201000         117262.6
12:53:35.654 INFO  ProgressMeter -         LG03:2293048             79.3               9219000         116312.2
12:53:45.683 INFO  ProgressMeter -         LG03:2357999             79.4               9283000         116873.2
12:54:07.492 INFO  ProgressMeter -         LG03:2375137             79.8               9300000         116553.9
12:54:18.812 INFO  ProgressMeter -         LG03:2440881             80.0               9363000         117066.6
12:55:03.048 INFO  ProgressMeter -         LG03:2460282             80.7               9382000         116232.8
12:55:13.097 INFO  ProgressMeter -         LG03:2523953             80.9               9445000         116771.0
12:55:34.404 INFO  ProgressMeter -         LG03:2541834             81.2               9462000         116469.8
12:55:45.332 INFO  ProgressMeter -         LG03:2597669             81.4               9517000         116884.8
12:56:27.688 INFO  ProgressMeter -         LG03:2626137             82.1               9545000         116221.0
12:56:37.731 INFO  ProgressMeter -         LG03:2689564             82.3               9607000         116738.0
12:57:01.162 INFO  ProgressMeter -         LG03:2713204             82.7               9630000         116464.8
12:57:11.201 INFO  ProgressMeter -         LG03:2793307             82.9               9708000         117171.0
12:57:54.886 INFO  ProgressMeter -         LG03:2798310             83.6               9713000         116210.2
12:58:06.379 INFO  ProgressMeter -         LG03:2869475             83.8               9784000         116792.0
12:58:47.801 INFO  ProgressMeter -         LG03:2879544             84.5               9794000         115955.8
12:58:57.828 INFO  ProgressMeter -         LG03:2959283             84.6               9873000         116660.3
12:59:42.525 INFO  ProgressMeter -         LG03:2976557             85.4               9889000         115829.8
12:59:52.602 INFO  ProgressMeter -         LG03:3066352             85.5               9974000         116596.0
13:00:16.634 INFO  ProgressMeter -         LG03:3089590             85.9               9997000         116320.2
13:00:26.645 INFO  ProgressMeter -         LG03:3167957             86.1              10075000         117000.6
13:01:13.456 INFO  ProgressMeter -         LG03:3178018             86.9              10085000         116065.2
13:01:23.563 INFO  ProgressMeter -         LG03:3301401             87.1              10167000         116782.5
13:01:48.750 INFO  ProgressMeter -         LG03:3337973             87.5              10200000         116599.3
13:01:58.759 INFO  ProgressMeter -         LG03:3412465             87.6              10274000         117221.7
13:02:45.560 INFO  ProgressMeter -         LG03:3428485             88.4              10290000         116368.6
13:02:56.426 INFO  ProgressMeter -         LG03:3489009             88.6              10349000         116796.7
13:03:19.652 INFO  ProgressMeter -         LG03:3512298             89.0              10372000         116547.1
13:03:29.653 INFO  ProgressMeter -         LG03:3580572             89.2              10438000         117069.5
13:04:24.410 INFO  ProgressMeter -         LG03:3599852             90.1              10457000         116094.2
13:04:35.287 INFO  ProgressMeter -         LG03:3658098             90.3              10514000         116492.6
13:05:00.422 INFO  ProgressMeter -         LG03:3706561             90.7              10553000         116384.5
13:05:10.438 INFO  ProgressMeter -         LG03:3787512             90.8              10625000         116963.2
13:05:59.956 INFO  ProgressMeter -         LG03:3806961             91.7              10644000         116117.4
13:06:10.022 INFO  ProgressMeter -         LG03:3880440             91.8              10716000         116689.3
13:06:30.310 INFO  ProgressMeter -         LG03:3892136             92.2              10727000         116380.6
13:06:40.340 INFO  ProgressMeter -         LG03:3970323             92.3              10803000         116993.0
13:07:31.103 INFO  ProgressMeter -         LG03:3978457             93.2              10811000         116016.6
13:07:41.105 INFO  ProgressMeter -         LG03:4064405             93.4              10892000         116677.1
13:08:04.298 INFO  ProgressMeter -         LG03:4090742             93.7              10914000         116430.7
13:08:16.408 INFO  ProgressMeter -         LG03:4180319             93.9              10992000         117010.8
13:09:01.638 INFO  ProgressMeter -         LG03:4194553             94.7              11005000         116216.6
13:09:11.714 INFO  ProgressMeter -         LG03:4299107             94.9              11088000         116885.8
